Cle_Chrono;date;hippodrome;Course;heure;code_course;discipline;distance;allocation;nombre_partants;"Gains Totaux";"Gains Course";Numero;Cheval;ferrure;age;Sexe;Musique;Driver;Entraineur;avis_entraineur;"Taux Victoire";"Taux Place";"Taux Incident";"Classe Groupe";"Courses courues";nombre_victoire;nombre_place;incident;distanceRecord_sec;supplemente;ExFav;inTQQ;prec_popularite;Popularite;"Evo Popul";Cote;PC;Poids;Valeur;Place_Corde;Repos;Rank;"Turf Points";"TPch 90";"Moy. TPch 365";"Moy. TPch 90";"Rang J.";"TPJ 365";"TPJ 90";"Moy. TPJ 365";"Moy. TPJ 90";"Cote BZH";"Synergie JCh";ELO_Cheval;ELO_Jockey;ELO_Entraineur;ELO_Proprio;ELO_Eleveur;Sigma_Horse;Moy_Alloc;IA_Gagnant;IA_Couple;IA_Trio;IA_Multi;IA_Quinte;IMDC;Note_IA;Note_IA_Decimale;Rapport_SG;Rapport_SP;222;CagnesSPG;DSg;"GULFSTREAM PARK G";"Happy  valley";MaronasBorelisG;PAUJPtop2;Sgverification;"Simple relax";VSP/2;chaos;classement;conceptionG;deauville;ghlin;"kempton park";leBouscatP;lebouscapG;"simple chat";"simple placé max";vincenne;"Borda - Borda par Défaut";"Borda - Deauville galot pcf";"Borda - Pau attelé";"Borda - Pau monté";"Borda - Pau plat";"Borda - cagne sur mer attelé";"Borda - cagne sur mer monté";"Borda - le boucast";"Borda - monté 12-16 chevaux  vincenne";"Borda - trot 10-12 chevaux  vincenne";"Borda - trot 12-14 chevaux  vincenne";"Borda - trot 14-16 chevaux  vincenne";"Borda - trot 8-10 chevaux  vincenne"
202601151120R2C506;2026-01-15;"Son Pardo - Majorque";R2C5;11:20;R2C506;A;2650;4000,0;13;20774;370,96428571429;6;"KAA DE FONTAINE";;6;M;2a(25)3a4a4a0a1a;"Mme A. Vaquer Staschel";"J. Vaquer Mateu";;0,125;0,2678571428571428;0,21;Internationale;56;7;8;12;75,1;Non;Non;Non;26;29,0;3;11;8,8;;;6;8,0;3;1584;1284;113,14285714285714;256,8;894;271;144;38,71428571428572;48,0;5,8;73;1480;1476;1471;1517;1514;73,2415573896704;3733;0,0814396812934239;0,2551466827513128;0,4033557103032129;0,5849699591608934;0,5849699591608934;0,0;⚖️15.9;15,9;;1,9;;2,65;-5,25;9,70;-0,80;-7,15;2,90;0;;0;0,29;POSSIBLE;3,50;-2,20;0;0;10,05;10,05;30,54;42,02;-2,30;34;96;129;82;113;107;97;96;121;173;176;164;168
202601151120R2C507;2026-01-15;"Son Pardo - Majorque";R2C5;11:20;R2C507;A;2650;4000,0;13;33368;521,375;7;"INTREPIDE OCCAGNES";DEFERRE_ANTERIEURS;8;M;(25)5aRa0a4a2a1a;"C. Cruellas Munar";"G. Cruellas Munar";;0,125;0,3125;0,22;Internationale;64;8;12;14;75,2;Non;Non;Non;105;113,0;8;12;9,8;;;7;16,0;5;1638;48;182,0;24,0;227;4318;1858;166,07692307692307;206,44444444444449;13;55,2;1510;1491;1501;1526;1552;79,33339371343993;4833;0,0232261509902792;0,0855451837170341;0,183364466559923;0,2486080886068698;0,4226801998189181;0,0;⚖️14.6;14,6;;;;-0;-7,65;0;-3,20;-7,50;;0;;0;0,65;POSSIBLE;0;-7,10;0;0;0;0;20,64;34,59;-6,60;43;108;147;99;127;147;103;108;148;194;194;188;194
202601151120R2C508;2026-01-15;"Son Pardo - Majorque";R2C5;11:20;R2C508;A;2650;4000,0;13;35754;525,79411764706;8;"IMAN DU DIGEON";;8;M;(25)6a5a3a6a0a2a;"M. Mestre Suner";"Mme M. Adrover Sebastia";;0,088235294117647;0,2205882352941176;0,43;Internationale;68;6;9;29;75,8;Non;Non;Non;92;87,0;-5;52;8,5;;;8;23,0;D;1080;300;154,28571428571428;75,0;53;19894;6494;160,43548387096774;202,9375;18;0;1463;1553;1527;1483;1504;77,99862760341351;4667;0,0609219203441983;0,1162598514020884;0,2408815003950122;0,3705471055425979;0,4618491517484494;0,0;⚖️13.4;13,4;;;;0;-5,30;0;-1,60;-5,50;;0;;0;0,90;OUTSIDERS;0;-4,40;0;0;0;0;-1,90;4,11;-4,30;46;117;155;102;128;137;92;117;145;197;197;188;193
202601151120R2C509;2026-01-15;"Son Pardo - Majorque";R2C5;11:20;R2C509;A;2650;4000,0;13;610;76,25;9;LAURIONOV;;5;M;(25)7a0a0a0aDa1a;"B. Fuster Carbonell";"J. Bello Moleon";;0,125;0,125;0,13;Internationale;8;1;0;1;77,7;Non;Non;Non;0;0,0;-;155;54;;;9;16,0;2;6;6;6,0;6,0;548;1035;186;30,44117647058824;26,571428571428573;47;42,3;1446;1489;1506;1520;1503;31,072559048594584;3100;0,0108062111763179;0,0279048785934433;0,0508606153374575;0,0851304111258608;0,1687149486195718;0,0;❌10.0;10,0;;7,2;;0;-9,60;0;-8;-8,15;;0;;0;2,35;OUTSIDERS;0;-8,50;0;0;0;0;12,55;23,53;-10,90;24;29;46;27;44;66;41;29;32;67;74;72;49
202601151120R2C510;2026-01-15;"Son Pardo - Majorque";R2C5;11:20;R2C510;A;2650;4000,0;13;39750;602,27272727273;10;"HASARD DES VENTES";;9;M;(25)2a1a2aDa1a0a;"J. Riera Sitges";"JC. Morey Sanmarti";;0,0606060606060606;0,2424242424242424;0,21;Internationale;66;4;12;14;77,0;Non;Non;Non;29;30,0;1;11;3,4;;;10;23,0;D;1500;1500;375,0;750,0;250;3752;3170;121,03225806451611;198,125;6,5;93,8;1498;1487;1563;1481;1404;73,3052865950747;4833;0,0810903501263066;0,2418455290644707;0,3646662396467853;0,4272872255672943;0,5457251527752556;0,0;✅16.6;16,6;;;;1,55;-5,30;7,60;-1,20;-6,65;3,30;0;;0;0,33;POSSIBLE;0;-2,90;0;0;8;8;38,73;51,04;-3,00;51;121;171;101;132;152;127;121;145;229;229;218;226
202601151120R2C511;2026-01-15;"Son Pardo - Majorque";R2C5;11:20;R2C511;A;2650;4000,0;13;7035;213,18181818182;11;KOUGLOF;;6;M;Da(25)3a6a4aDa4a;"A. Frontera Pocovi";"F. Izquierdo Martinez";;0,0606060606060606;0,1818181818181818;0,30;Internationale;33;2;4;10;75,9;Non;Non;Non;2;11,0;9;23;39;;;11;19,0;7;380;380;95,0;126,66666666666669;39;29560;8980;177,00598802395209;172,69230769230768;21;66,7;1433;1544;1501;1488;1506;58,78618622928222;3400;0,0220363880246795;0,0784016460725664;0,138542458580075;0,234848627021324;0,4023992605992686;0,0;⚖️12.0;12,0;;;;0;-8,10;0;-6;-7,55;;0;;0;1,05;OUTSIDERS;0;-6,70;0;0;0;0;24,59;36,08;-8,20;33;89;96;54;71;98;64;89;89;152;153;148;141
202601151120R2C512;2026-01-15;"Son Pardo - Majorque";R2C5;11:20;R2C512;A;2650;4000,0;13;31423;1083,5517241379;12;"LA BOMBONERA";;5;F;(25)2a1aDa3a2a1a;"J. Forteza Riera";"D. Rodriguez Rodriguez";;0,0689655172413793;0,3793103448275862;0,24;Internationale;29;2;9;7;75,8;Non;Oui;Non;184;190,0;6;1,4;1,6;;;12;16,0;1;3535;3155;235,66666666666663;394,375;199;5239;4044;127,78048780487804;252,75;6,3;66,7;1536;1510;1549;1528;1478;72,08240425633258;7500;0,1157589316636022;0,2781270253934721;0,4044897633767231;0,5997804781471006;0,6127056109353877;0,0;✅17.8;17,8;1,4;1,2;;1,55;-4,45;7,90;-1,60;-6,45;1,70;0;;0;0,32;FAVORIS;0;-1,20;0;0;8,45;8,45;28,58;40,84;-1,60;59;130;180;124;153;150;113;130;165;237;237;224;234
202601151120R2C513;2026-01-15;"Son Pardo - Majorque";R2C5;11:20;R2C513;A;2650;4000,0;13;39684;409,11340206186;13;"HOLD UP MESSI";;9;M;(25)6a1a1a1a2aDa;"Mme S. Pocovi Salleins";"J. Pocovi Orell";;0,0618556701030927;0,1958762886597938;0,18;Internationale;97;6;13;17;76,2;Non;Non;Non;41;39,0;-2;62;5,5;;;13;28,0;10;310;30;44,285714285714285;15,0;250;3815;2331;62,540983606557376;122,6842105263158;81;45,9;1481;1482;1496;1523;1479;76,81981252699526;4500;0,0099327723164394;0,0230264400875725;0,0427349483808881;0,0843434196114634;0,1617168568850093;0,0;❌9.2;9,2;;;;0;-9,20;0;-6,40;-7,00;;0;;0;4,05;OUTSIDERS;0;-10;0;0;0;0;16,34;25,89;-10,90;21;81;106;71;82;117;95;81;99;142;145;144;134
202601151105R3C101;2026-01-15;Angers;R3C1;11:05;R3C101;A;3125;17500,0;16;5150;271,05263157895;1;"LUMIERE DU TREZON";;5;F;5a(25)5a4a9a0a0aDa0a6a;"DM. Olivier";"DM. Olivier";NEUTRE;0,0;0,0526315789473684;0,32;"Course F";19;0;1;6;;Non;Non;Non;12;12,0;0;122;90;;;;10,0;12;24;24;6,0;12,0;868;304;24;14,476190476190476;4,8;54;51,8;1434;1473;1449;1391;1391;57,31721567187999;14500;0,0067339566345579;0,0112799124811491;0,0225754764839644;0,0373162184361903;0,12333956650434;0,0;❌7.0;7,0;;;;0;-11,60;0;-9;-9,05;;0;;0;2,70;OUTSIDERS;0;-12,30;0;0;0;0;17,98;27,19;-13,50;22;61;84;64;68;82;68;61;74;93;113;124;86
202601151105R3C102;2026-01-15;Angers;R3C1;11:05;R3C102;A;3125;17500,0;16;5790;723,75;2;"LADY MAURE";DEFERRE_ANTERIEURS_POSTERIEURS;5;F;5a(25)6a9a4a2a5a9a8a;"S. Gougeon";"L. Groussard";NEUTRE;0,0;0,125;0;"Course F";8;0;1;0;;Non;Non;Non;1;6,0;5;79;;;;;7,0;D;12;12;12,0;12,0;827;380;211;8,636363636363637;17,583333333333332;51;60,1;1433;1455;1441;1454;1361;38,81879210042512;13000;0,0105315124715626;0,035412348111896;0,0559739633029438;0,0868626308173231;0,1751697532188002;0,0;❌7.5;7,5;;;;0;-9,75;0;-9;-8,95;;0;;0;2,55;OUTSIDERS;0;-7,60;0;0;0;0;19,67;32,43;-10,40;23;56;78;53;65;85;71;56;64;121;132;133;84
202601151105R3C103;2026-01-15;Angers;R3C1;11:05;R3C103;A;3125;17500,0;16;8005;363,86363636364;3;"LANA DES LANDES";;5;F;7a9a(25)0mDa6aDa4a8a3a;"S. Hardy";"S. Hardy";NEUTRE;0,0;0,0909090909090909;0,23;"Course F";22;0;2;5;;Non;Non;Non;10;12,0;2;145;;;;;5,0;9;10;10;2,0;2,5;166;6415;2537;26,95378151260504;37,865671641791046;70;54,1;1448;1492;1508;1474;1490;62,14699203105183;14000;0,0075617791279587;0,0168085669861787;0,0345797967893133;0,0600355575224934;0,1557618596728985;0,0;❌7.5;7,5;;;;0;-9,75;0;-6,40;-7,30;;0;;0;3,50;OUTSIDERS;0;-10,90;0;0;0;0;19,09;29,91;-11,60;41;77;104;63;93;115;70;77;80;137;155;160;130
202601151105R3C104;2026-01-15;Angers;R3C1;11:05;R3C104;A;3125;17500,0;16;8210;410,5;4;"LA FLEUR JIBAY";DEFERRE_POSTERIEURS;5;F;(25)7aDa4a6a6a4a5a4a5a;"G. Bouteiller";"G. Bouteiller";NEUTRE;0,0;0,0;0,05;"Course F";20;0;0;1;;Non;Non;Non;0;0,0;-;141;39;;;;8,0;11;60;60;20,0;20,0;1112;16;16;2,6666666666666665;4,0;52;53,2;1460;1424;1438;1438;1416;56,62277871448877;14333;0,0072350703459739;0,0167214955545102;0,0228459068699553;0,0538727702621562;0,142217054200856;5,0;❌6.5;6,5;;;;0;-11,50;0;-8,40;-9,45;;0;;0;7,60;OUTSIDERS;0;-11,30;0;0;0;0;23,28;32,10;-13;20;46;85;58;60;89;91;46;56;99;119;130;94
202601151105R3C105;2026-01-15;Angers;R3C1;11:05;R3C105;A;3125;17500,0;16;8400;442,10526315789;5;"L'AGATHE VAUCEENNE";DEFERRE_ANTERIEURS_POSTERIEURS;5;F;0a(25)3a5a8a4a3a4a9a7a;"A. Gendrot";"DM. Olivier";NEUTRE;0,0;0,1052631578947368;0,21;"Course F";19;0;2;4;;Non;Non;Non;5;6,0;1;58;113;;;;10,0;3;35;0;11,666666666666666;0,0;263;3631;1399;35,25242718446602;41,14705882352941;26;0;1453;1509;1449;1361;1412;56,75425766109002;13500;0,023861081209401;0,0783933034726939;0,1091437389616337;0,1777292787005522;0,2639410148510066;0,0;❌8.0;8,0;;4,6;;0;-8,75;0;-5,80;-8,60;;0;;0;1,30;OUTSIDERS;0;-7,10;0;0;0;0;-2,47;2,08;-8,10;44;117;144;89;102;131;76;117;132;170;177;172;146
202601151105R3C106;2026-01-15;Angers;R3C1;11:05;R3C106;A;3125;17500,0;16;9415;409,34782608696;6;"LA RIVER D'ECCAM";DEFERRE_ANTERIEURS_POSTERIEURS;5;F;8a(25)3a6aDaDa8a5a3a7a;"V. Marquez";"V. Marquez";NEUTRE;0,0;0,1304347826086956;0,17;"Course F";23;0;3;4;77,4;Non;Non;Non;7;7,0;0;128;21;;;;4,0;6;8;4;2,6666666666666665;2,0;1127;6;0;1,0;0,0;44;52,4;1441;1435;1453;1435;1435;58,94232109136803;14833;0,0100657357003548;0,0281356737970803;0,0489142953983461;0,0833465971449515;0,1648607834616108;0,0;❌8.5;8,5;;;;0;-9,80;0;-6;-8,55;;0;;0;2,20;OUTSIDERS;0;-9,70;0;0;0;0;18,61;28,66;-10,10;32;71;107;67;99;94;83;71;96;144;149;148;96
202601151105R3C107;2026-01-15;Angers;R3C1;11:05;R3C107;A;3125;17500,0;16;11790;736,875;7;LOUVIANA;;5;F;(25)9aDaDa5a4aDa1a6a5a;"J. Planchard";"J. Planchard";NEUTRE;0,0625;0,0625;0,19;"Course F";16;1;0;3;;Non;Non;Non;4;4,0;0;130;84;;;;8,0;10;0;0;0,0;0,0;673;653;33;34,36842105263158;11,0;45;51,5;1467;1424;1443;1409;1402;52,68578211929735;16000;0,0183841151146883;0,0369436952857015;0,0824782961720442;0,1384589715320236;0,2196698538450176;0,0;❌8.0;8,0;;;;0;-9,05;0;-7,20;-8,45;;0;;0;2,25;OUTSIDERS;0;-7,20;0;0;0;0;15,91;27,19;-9,30;34;62;103;64;85;100;73;62;78;123;138;133;69
202601151105R3C108;2026-01-15;Angers;R3C1;11:05;R3C108;A;3125;17500,0;16;12020;572,38095238095;8;LHASSA;DEFERRE_ANTERIEURS_POSTERIEURS;5;F;6a7a(25)9a4a6a2aDaDa2a;"J. Travers";"S. Provoost";NEUTRE;0,0;0,1428571428571428;0,19;"Course F";21;0;3;4;;Non;Non;Non;5;5,0;0;78;4,8;;;;7,0;7;6;6;2,0;3,0;275;3404;1722;16,686274509803923;28,7;26;49,4;1464;1492;1469;1482;1453;65,66796403125713;15000;0,0364777711679474;0,079210182196529;0,127736908511315;0,2287869255864105;0,3052409457213649;0,0;❌9.5;9,5;;;;0;-7,40;0;-3,60;-7,10;;0;;0;1,30;OUTSIDERS;0;-7;0;0;0;0;17,47;28,34;-6,60;50;125;162;96;134;135;102;125;125;210;217;208;207
202601151105R3C109;2026-01-15;Angers;R3C1;11:05;R3C109;A;3125;17500,0;16;12540;570;9;"LYSSA DU SKY";DEFERRE_ANTERIEURS;5;F;6a(25)Da3a6a1aDaDa8aDa;"C. Petrement";"C. Petrement";NEUTRE;0,0909090909090909;0,1363636363636363;0,59;"Course F";22;2;1;13;;Non;Non;Non;5;6,0;1;128;36;;;;7,0;D;8;8;2,6666666666666665;2,6666666666666665;583;894;20;26,294117647058822;4,0;28;60,1;1439;1411;1418;1427;1464;63,243759509210825;15833;0,0076253692762912;0,0190204641124874;0,0415234139044827;0,079933258202964;0,1558035784667168;0,0;⚖️11.0;11,0;;;;0;-10,50;0;-6,20;-9,10;;0;;0;1,40;OUTSIDERS;0;-10,80;0;0;0;0;21,72;33,60;-10,70;22;87;109;65;93;93;93;87;85;124;149;149;112
202601151105R3C110;2026-01-15;Angers;R3C1;11:05;R3C110;A;3125;17500,0;16;15275;803,94736842105;10;"LUTECE DE L'ITON";DEFERRE_ANTERIEURS_POSTERIEURS;5;F;(25)Da3aDa3aDaDa1a5a3a;"Y. Lebourgeois";"E. Planchenault";NEUTRE;0,0526315789473684;0,2105263157894736;0,26;"Course F";19;1;3;5;82,4;Non;Non;Non;11;12,0;1;8,6;6;;;;8,0;13;0;0;0,0;0,0;12;99794;20924;115,5023148148148;118,88636363636364;19;0;1439;1480;1415;1386;1527;57,8989870456225;15833;0,0713802044117488;0,1471901385987732;0,2288322727412864;0,316839030701989;0,3922528141259611;0,0;⚖️14.5;14,5;;;;0;-6,75;0;-3,20;-7,20;;0;;0;0,95;POSSIBLE;0;-5,10;0;0,00;0;0;-1,95;3,66;-5,40;38;148;164;104;135;128;82;148;158;210;217;210;202
202601151105R3C111;2026-01-15;Angers;R3C1;11:05;R3C111;A;3125;17500,0;16;26880;896;11;"LISBETH DE BANNES";DEFERRE_ANTERIEURS_POSTERIEURS;5;F;(25)Da4aDmDaDaDa4a1a8a;"H. Sionneau";"H. Sionneau";NEUTRE;0,0333333333333333;0,1666666666666666;0,40;"Course F";30;1;4;12;;Non;Non;Non;43;59,0;16;35;34;;;;8,0;5;96;0;16,0;0,0;431;1592;391;28,945454545454545;39,1;15;50,5;1484;1500;1490;1489;1499;66,65892363307184;16667;0,0618296534801933;0,0984886439233451;0,1566066617379996;0,2601961462426389;0,3798792763737195;0,0;⚖️12.0;12,0;;;;0;-7,15;0;-3,20;-7,30;;0;;0;0,75;OUTSIDERS;0;-6,50;0;0;0;0;18,03;28,75;-5,70;59;139;194;126;162;168;105;139;177;214;220;212;205
202601151105R3C112;2026-01-15;Angers;R3C1;11:05;R3C112;A;3125;17500,0;16;31290;2406,9230769231;12;"LA LA LAND";DEFERRE_ANTERIEURS_POSTERIEURS;5;F;(25)0a6a8a0a1a3a1a5a2a;"J. Balu";"M. Lecourt";NEUTRE;0,2307692307692307;0,4615384615384615;0;"Course F";13;3;3;0;;Non;Non;Non;92;97,0;5;4,3;44;;;;8,0;D;372;0;62,0;0,0;389;1934;1223;96,7;101,91666666666669;11;55,1;1511;1361;1475;1417;1456;53,293981974548124;18667;0,0776697816393415;0,1698984276416776;0,2572949979503622;0,3814634959389269;0,4676183447285654;0,0;✅16.0;16,0;;;;0;-7,20;0;-5,20;-8,45;;0;;0;0,55;FAVORIS;0;-3,90;0;0;0;0;19,35;35,57;-5,20;54;133;179;115;149;175;115;133;169;224;227;218;204
202601151105R3C113;2026-01-15;Angers;R3C1;11:05;R3C113;A;3125;17500,0;16;31370;2614,1666666667;13;"L'AVENTURE D'ANSY";;5;F;(25)1a1a3a8a7a6a8a1a9a;"J. Sevin";"J. Sevin";NEUTRE;0,3333333333333333;0,5;0;"Course F";12;4;2;0;;Non;Non;Non;7;11,0;4;26;38;;;;8,0;8;60;60;20,0;30,0;865;286;128;17,875;18,285714285714285;9,8;73,9;1529;1416;1416;1416;1396;46,749945861647326;15833;0,0818221889497494;0,1789135767530892;0,2945698903638589;0,3891303285362854;0,4695029547954746;0,0;✅15.5;15,5;;;;0;-7,10;0;-5,40;-8,85;;0;;0;0,49;OUTSIDERS;0;-2,90;0;0;0;0;27,06;45,25;-4,70;47;107;166;114;138;153;140;107;144;215;227;218;207
202601151105R3C114;2026-01-15;Angers;R3C1;11:05;R3C114;A;3125;17500,0;16;32085;2005,3125;14;"LOVE TO RUN";DEFERRE_ANTERIEURS_POSTERIEURS;5;F;(25)4a2aDa8a2aDaDaDa2a;"JE. Abrivard";"M. Abrivard";NEUTRE;0,125;0,3125;0,44;"Course F";16;2;3;7;;Non;Non;Non;90;95,0;5;10;4,9;;;;8,0;4;417;96;34,75;32,0;330;2528;455;31,20987654320988;20,681818181818183;9;57,9;1507;1462;1457;1398;1398;54,54732881301745;17667;0,0844499204785047;0,2226179442550458;0,3012634150252902;0,3899754800987626;0,4877044057013504;0,0;⚖️13.5;13,5;;;;0;-6,30;0;-3,20;-8,20;;0;;0;0,45;POSSIBLE;0;-2,60;0;0;0;0;19,72;34,44;-3,50;57;148;201;132;163;163;128;148;177;246;247;235;235
202601151105R3C115;2026-01-15;Angers;R3C1;11:05;R3C115;A;3125;17500,0;16;32755;2729,5833333333;15;"LIBRE SAUTONNE";DEFERRE_ANTERIEURS_POSTERIEURS;5;F;(25)4a3a4a1aDa4a2aDa1a;"JP. Monclin";"M. Abrivard";NEUTRE;0,25;0,4166666666666667;0,25;"Course F";12;3;2;3;;Non;Non;Non;101;119,0;18;7,5;8,3;;;;8,0;2;312;120;39,0;40,0;80;12821;1270;91,57857142857142;52,91666666666666;6,6;0;1488;1526;1457;1490;1436;57,20601421306769;23333;0,2241914928619449;0,3906397558684299;0,4685574019800641;0,5488752908699972;0,6656677404886859;-5,0;✅16.5;16,5;;2;;2,55;-4,95;10,10;-0,80;-7,25;;0;;0;-4,67;POSSIBLE;0;-1,40;0;2,90;10,55;10,55;-2,92;1,85;-1,60;70;159;221;147;183;175;127;159;199;269;275;260;261
202601151105R3C116;2026-01-15;Angers;R3C1;11:05;R3C116;A;3125;17500,0;16;32865;3286,5;16;"LOUVE DE CHANLECY";;5;F;(25)1a0aDa1a0a4aDa1a(24);"A. Wiels";"JP. Marmion";NEUTRE;0,4;0,5;0,20;"Course F";10;4;1;2;76,8;Non;Non;Non;97;152,0;55;2,3;7,6;;;;8,0;1;450;150;150,0;150,0;22;48511;15373;158,01628664495115;202,27631578947367;5;76,5;1525;1492;1506;1501;1410;48,81572071123145;17167;0,1580757375952185;0,3410963740754376;0,4650981598069904;0,4964088337085606;0,6454377289605995;0,0;✅17.5;17,5;2,3;1,5;;0;-6,45;0;-4;-9;;0;;0;0,25;FAVORIS;0;-1,70;0;0;0;0;31,10;46,85;-3;73;162;226;147;185;204;146;162;210;310;313;300;309
202601151135R3C201;2026-01-15;Angers;R3C2;11:35;R3C201;A;3125;17500,0;14;4110;587,14285714286;1;"L'AS DU PERCHE";PROTEGE_ANTERIEURS;5;H;2m(25)DaDa6a8a7a(24)Da;"V. Seguin";"V. Seguin";NEUTRE;0,0;0,1428571428571428;0,43;"Course F";7;0;1;3;;Non;Non;Non;3;7,0;4;90;99;;;;30,0;5;20;20;4,0;4,0;513;1127;305;21,264150943396228;27,727272727272727;39;49,2;1396;1423;1467;1467;1389;43,18817624959046;14000;0,0443830401073749;0,0983310483623848;0,174671731983756;0,1790879667327895;0,3168462803451544;0,0;❌8.5;8,5;;;;0;-9,40;0;-8,40;-7,85;;0;;0;1,95;OUTSIDERS;0;-8,70;0;0;0;0;15,39;26,24;-10,70;21;57;70;47;51;79;60;57;65;111;113;111;92
202601151135R3C202;2026-01-15;Angers;R3C2;11:35;R3C202;A;3125;17500,0;14;6275;482,69230769231;2;"LAZIO DES TOUCHES";DEFERRE_ANTERIEURS;5;H;(25)Da5aDaDa6a2a3aDa8a;"R. Gougeon";"R. Gougeon";NEUTRE;0,0;0,1538461538461538;0,54;"Course F";13;0;2;7;;Non;Non;Non;11;11,0;0;77;14;;;;30,0;1;4;0;0,8;0,0;1063;40;0;4,444444444444445;0,0;26;55,8;1456;1388;1445;1361;1361;48,422635453868814;14333;0,0457706387804983;0,1016314396935489;0,1759946504325693;0,2366661713210902;0,3574176179756164;0,0;❌9.2;9,2;77,4;13,3;;0;-9,40;0;-7,80;-8,45;;0;;0;1,30;OUTSIDERS;0;-8,30;0;0;0;0;18,09;29,71;-9,80;24;67;86;61;68;80;68;67;76;112;116;113;94
202601151135R3C203;2026-01-15;Angers;R3C2;11:35;R3C203;A;3125;17500,0;14;8265;285;3;"LOOK DES LANDES";PROTEGE_ANTERIEURS_DEFERRRE_POSTERIEURS;5;H;(25)Da6aDa8aDa4a6a3a8a;"S. Hardy";"S. Hardy";NEUTRE;0,0;0,0344827586206896;0,28;"Course F";29;0;1;8;;Non;Non;Non;8;9,0;1;142;57;;;;30,0;9;29;29;5,8;7,25;166;6415;2537;26,95378151260504;37,865671641791046;36;52,6;1439;1492;1508;1474;1490;68,14863445934195;13000;0,0556698726203329;0,1197362587240866;0,1971618055904667;0,2816148329476634;0,3830228167911957;0,0;❌7.5;7,5;;;;0;-6,05;0;-2,60;-4,95;;0;;0;1,80;OUTSIDERS;0;-6,60;0;0;0;0;18,21;27,32;-6,50;36;104;120;74;92;127;88;104;103;171;174;168;160
202601151135R3C204;2026-01-15;Angers;R3C2;11:35;R3C204;A;3125;17500,0;14;9255;514,16666666667;4;"LORD PAGUERIE";DEFERRE_ANTERIEURS;5;H;(25)5a9a6a9a0m9a2a6a2a;"A. Lamy";"M. Cholloux";NEUTRE;0,0;0,1111111111111111;0,06;"Course F";18;0;2;1;;Non;Non;Non;1;1,0;0;54;20;;;;25,0;3;0;0;0,0;0,0;124;8103;1249;33,62240663900415;23,12962962962963;65;0;1391;1557;1403;1390;1373;52,67118094354451;13500;0,0109735214101758;0,0371863743184951;0,0731673814561551;0,0867732525259913;0,2430900289173478;0,0;❌7.1;7,1;;8;;0;-9,40;0;-8,60;-7,30;;0;;0;3,25;OUTSIDERS;0;-9,80;0;0;0;0;-4,44;1,17;-11,10;20;85;90;54;64;93;63;85;78;127;133;132;118
202601151135R3C205;2026-01-15;Angers;R3C2;11:35;R3C205;A;3125;17500,0;14;10300;643,75;5;"LADISLAS DU CANET";DEFERRE_ANTERIEURS_POSTERIEURS;5;H;(25)Da9a3a5a1a3aDa5aDa;"Y. Lebourgeois";"M. David";NEUTRE;0,0625;0,1875;0,44;"Course F";16;1;2;7;;Non;Non;Non;12;14,0;2;3,3;47;;;;8,0;D;68;0;13,6;0,0;12;99794;20924;115,5023148148148;118,88636363636364;16;0;1442;1480;1464;1449;1406;53,03598605238018;16833;0,0897402258067462;0,2557320292804765;0,357205678138889;0,4757353862222337;0,5236639162902312;0,0;⚖️12.5;12,5;;;;0;-5,85;0;-3,60;-6,35;;0;;0;0,80;FAVORIS;0;-4,20;0;0;0;0;-4,06;3,31;-4,60;39;124;143;87;117;125;73;124;131;179;180;171;174
202601151135R3C207;2026-01-15;Angers;R3C2;11:35;R3C207;A;3125;17500,0;14;11640;612,63157894737;7;L'IRLANDAIS;;5;H;(25)Da5a5a7a7a4aDa3a8a;"M. Cholloux";"M. Cholloux";NEUTRE;0,0526315789473684;0,1052631578947368;0,32;"Course F";19;1;1;6;;Non;Non;Non;0;6,0;-;163;;;;;25,0;D;-;-;-;-;1126;0;0;0,0;0,0;30;54;1468;1414;1403;1403;1361;54,47639883284515;13000;0,049228536069415;0,1190029803656141;0,1947707908784996;0,2627306183704914;0,3826912513789335;0,0;❌8.3;8,3;;;;0;-7,35;0;-4,80;-6,40;;0;;0;1,50;OUTSIDERS;0;-7,10;0;0;0;0;17,13;28,08;-7,70;23;55;84;54;71;93;77;55;79;104;111;106;88
202601151135R3C208;2026-01-15;Angers;R3C2;11:35;R3C208;A;3125;17500,0;14;12120;637,89473684211;8;"LAVATER GEDE";DEFERRE_ANTERIEURS;5;H;(25)DmDa9a1a9aDa7mDmDm;"R. Julien";"R. Julien";NEUTRE;0,0526315789473684;0,1052631578947368;0,47;"Course F";19;1;1;9;;Non;Non;Non;7;8,0;1;174;82;;;;8,0;8;-;-;-;-;1018;125;8;6,578947368421052;2,6666666666666665;26;50,5;1427;1455;1397;1397;1399;39,66096323533251;16667;0,0458223211771384;0,1127594975360013;0,1922685366696451;0,2595405738105666;0,3618912483621134;0,0;⚖️10.5;10,5;;;;0;-8,95;0;-6,60;-8,30;;0;;0;1,30;OUTSIDERS;0;-7,30;0;0;0;0;15,73;27,33;-9,20;23;49;74;45;64;77;56;49;73;97;101;97;72
